"","site","year","date","block","plot","month","collectors","Achillea_millefolium","Agrostis_gigantea","Anagallis_arvensis","Anchusa_arvensis","Apera_spica-venti","Aphanes_australis","Arabidopsis_thaliana","Arenaria_serpyllifolia","Arrhenatherum_elatius","Artemisia_vulgaris","Bromus_hordeaceus","Bromus_sterilis","Capsella_bursa-pastoris","Castanea_sativa","Cerastium_fontanum","Cerastium_glomeratum","Chenopodium_album","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Elymus_repens","Epilobium_ciliatum","Epilobium_montanum","Erigeron_canadensis","Erodium_cicutarium","Euphorbia_helioscopia","Fallopia_convolvulus","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Heracleum_sphondylium","Holcus_lanatus","Holcus_mollis","Hypericum_perforatum","Hypochaeris_radicata","Jacobaea_vulgaris","Lactuca_serriola","Lamium_amplexicaule","Lapsana_communis","Lolium_perenne","Matricaria_chamomilla","Medicago_lupulina","Myosotis_arvensis","Panicum_miliaceum","Papaver_dubium","Papaver_rhoeas","Persicaria_lapathifolia","Persicaria_maculosa","Phleum_bertolonii","Plantago_lanceolata","Polygonum_aviculare","Prunus_spinosa","Quercus_robur","Ranunculus_repens","Raphanus_raphanistrum","Rumex_acetosa","Rumex_acetosella","Rumex_crispus","Rumex_obtusifolius","Sisymbrium_officinale","Sonchus_asper","Sonchus_oleraceus","Spergula_arvensis","Stellaria_graminea","Trifolium_dubium","Trifolium_repens","Tripleurospermum_inodorum","Veronica_arvensis_","Veronica_chamaedrys","Veronica_persica","Vicia_cracca","Vicia_hirsuta","Vicia_sativa","Vicia_tetrasperma","Viola_arvensis","Vulpia_bromoides","Vulpia_myuros","tot_abun","spe_count"
"11","Pound Hill Disturbance ",2016,"Jul-16","d",11,"october","M_Crawley",0,0.110782865583456,0.000738552437223043,0,0,0,0,0,0,0,0.0369276218611521,0,0,0,0,0,0,0,0,0.0147710487444609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332348596750369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738552437223043,0,0,0,0,0,0,0.000738552437223043,0,0,0,0,0,0,0,0,0,0.0147710487444609,0,0,0,0,0.000738552437223043,0,0,0.000738552437223043,0,0.480059084194978,135.4,11
"12","Pound Hill Disturbance ",2016,"Jul-16","d",12,"may","M_Crawley",0,0.0397456279809221,0.0397456279809221,0.0794912559618442,0,0,0,0,0,0,0,0.317965023847377,0,0,0,0,0,0,0,0.00794912559618442,0,0,0,0,0.000794912559618442,0.317965023847377,0,0.00158982511923688,0,0,0,0,0.000794912559618442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158982511923688,0,0.00794912559618442,0.00158982511923688,0,0,0,0,0.158982511923688,0,0,0,0,0,0,0.0238473767885533,0,0,0,0,0,0,0,125.8,14
"13","Pound Hill Disturbance ",2017,"Jul-17","a",1,"october","M_Crawley",0.0314267756128221,0.0942803268384664,0,0,0,0,0,0,0.00628535512256443,0.0628535512256442,0.0251414204902577,0.0125707102451289,0,0,0,0.000628535512256443,0,0.0188560653676933,0,0.0125707102451289,0,0,0.00628535512256443,0,0,0,0,0.00628535512256443,0,0,0,0.0125707102451289,0,0.534255185417976,0.00628535512256443,0,0.00628535512256443,0,0,0,0,0,0,0.00628535512256443,0,0.0125707102451289,0,0,0,0,0,0,0,0,0,0,0,0.00628535512256443,0.0125707102451289,0,0,0,0,0.00628535512256443,0,0,0,0,0,0,0,0,0.0125707102451289,0,0,0.00628535512256443,0.00628535512256443,0.0942803268384664,159.1,24
"14","Pound Hill Disturbance ",2017,"Jul-17","a",2,"may","M_Crawley",0.0269832703723691,0.0539665407447383,0,0.0809498111171074,0,0,0,0,0,0.0161899622234215,0,0.0107933081489477,0.0107933081489477,0,0,0,0.00539665407447383,0.00539665407447383,0,0.0161899622234215,0,0.000539665407447383,0,0,0.00539665407447383,0.242849433351322,0,0.188882892606584,0,0.00539665407447383,0,0,0.215866162978953,0,0,0,0,0,0.000539665407447383,0,0,0,0,0,0,0,0,0.000539665407447383,0,0,0,0,0,0,0,0.0107933081489477,0.00539665407447383,0.0269832703723691,0.00539665407447383,0,0,0,0,0.0539665407447383,0,0,0,0,0,0,0,0,0.0107933081489477,0,0,0,0,0,185.3,23
"15","Pound Hill Disturbance ",2017,"Jul-17","a",3,"march","M_Crawley",0.0542593597395551,0.0542593597395551,0,0.000542593597395551,0,0,0,0,0,0.21703743895822,0.00542593597395551,0,0,0,0,0,0.010851871947911,0,0,0,0,0.00542593597395551,0,0,0.000542593597395551,0.00542593597395551,0,0.135648399348888,0,0,0,0,0.298426478567553,0,0,0,0,0,0,0,0,0,0,0,0,0.000542593597395551,0,0,0,0,0,0,0,0,0,0.010851871947911,0,0.0271296798697775,0.0542593597395551,0,0.00542593597395551,0,0,0.10851871947911,0,0,0,0,0,0,0,0,0,0,0,0.00542593597395551,0,0,184.3,18
"16","Pound Hill Disturbance ",2017,"Jul-17","b",4,"may","M_Crawley",0.0133511348464619,0.0667556742323097,0,0.0667556742323097,0,0,0,0,0,0.00667556742323097,0,0.100133511348465,0.000667556742323097,0,0,0,0.0133511348464619,0,0,0,0,0,0,0,0.00133511348464619,0.300400534045394,0,0.100133511348465,0,0.0200267022696929,0,0,0.233644859813084,0,0,0.000667556742323097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00667556742323097,0,0,0.000667556742323097,0,0,0.00200267022696929,0,0.0667556742323097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.8,17
"17","Pound Hill Disturbance ",2017,"Jul-17","b",5,"march","M_Crawley",0.0613873542050338,0.0306936771025169,0,0.00122774708410068,0,0,0,0,0,0.368324125230203,0,0.0184162062615101,0.000613873542050338,0,0,0,0.00613873542050338,0,0,0.000613873542050338,0,0,0,0,0,0.00184162062615101,0,0.0920810313075506,0,0,0,0,0.245549416820135,0,0,0,0,0,0,0,0.000613873542050338,0,0,0,0,0,0,0,0,0,0,0.00613873542050338,0,0,0,0.00613873542050338,0,0,0.0613873542050338,0,0,0,0,0.0920810313075506,0,0,0,0,0,0,0,0,0.000613873542050338,0,0,0.00613873542050338,0,0,162.9,18
"18","Pound Hill Disturbance ",2017,"Jul-17","b",6,"october","M_Crawley",0.0778816199376947,0.0778816199376947,0,0,0.0103842159916926,0,0,0,0,0.0207684319833853,0.0103842159916926,0.00519210799584631,0,0,0,0,0,0,0,0.0103842159916926,0,0,0.00519210799584631,0,0.0259605399792316,0,0,0.0155763239875389,0,0,0,0,0,0.441329179646937,0.00103842159916926,0,0,0,0,0,0,0,0,0,0,0.0519210799584631,0,0,0,0,0.0519210799584631,0.00519210799584631,0,0.000519210799584631,0,0,0,0.0519210799584631,0,0,0,0,0,0.00519210799584631,0,0,0,0.0259605399792316,0,0,0,0,0.00103842159916926,0,0,0,0.000519210799584631,0.103842159916926,192.6,22
"19","Pound Hill Disturbance ",2017,"Jul-17","c",7,"march","M_Crawley",0.076608784473953,0.0510725229826353,0,0.00510725229826353,0,0,0,0,0,0.076608784473953,0,0,0,0,0,0,0.076608784473953,0,0,0,0.000510725229826353,0.0510725229826353,0,0,0,0.0153217568947906,0,0.204290091930541,0,0,0,0,0.153217568947906,0,0,0,0,0,0,0,0,0,0,0,0,0.00153217568947906,0,0,0,0,0.00102145045965271,0.00510725229826353,0,0.000510725229826353,0,0.0255362614913177,0,0.0510725229826353,0.102145045965271,0,0,0,0,0.102145045965271,0,0,0,0,0,0,0,0,0,0,0,0.000510725229826353,0,0,195.8,19
"20","Pound Hill Disturbance ",2017,"Jul-17","c",8,"october","M_Crawley",0.00715307582260372,0.0715307582260372,0,0.000715307582260372,0.0715307582260372,0,0,0,0,0.000715307582260372,0.0214592274678112,0.00715307582260372,0,0.000715307582260372,0,0,0,0,0,0.0143061516452074,0,0,0.000715307582260372,0,0,0.000715307582260372,0,0.0286123032904149,0,0,0,0,0,0.643776824034335,0.0143061516452074,0.000715307582260372,0,0,0,0,0,0,0,0.00715307582260372,0,0.0214592274678112,0,0,0,0,0.000715307582260372,0.00715307582260372,0,0,0,0,0,0.0357653791130186,0,0,0,0,0,0,0,0,0,0.0286123032904149,0,0,0,0,0,0,0,0.000715307582260372,0,0.0143061516452074,139.8,23
"21","Pound Hill Disturbance ",2017,"Jul-17","c",9,"may","M_Crawley",0.0212014134275618,0.000706713780918728,0,0.176678445229682,0,0,0,0,0,0,0,0.141342756183746,0.00141342756183746,0,0,0,0.00706713780918728,0.00212014134275618,0,0.00141342756183746,0,0,0,0,0,0.212014134275618,0.000706713780918728,0.141342756183746,0,0.0353356890459364,0,0,0.141342756183746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706713780918728,0,0,0.00141342756183746,0,0,0.00141342756183746,0,0.106007067137809,0,0,0,0,0,0,0,0,0.00141342756183746,0,0,0,0,0,141.5,18
"22","Pound Hill Disturbance ",2017,"Jul-17","d",10,"march","M_Crawley",0.0898203592814371,0.0898203592814371,0.000598802395209581,0.000598802395209581,0,0,0,0,0,0.149700598802395,0.000598802395209581,0.000598802395209581,0,0,0,0,0.029940119760479,0,0,0,0,0.0119760479041916,0,0,0,0.00119760479041916,0,0.179640718562874,0.000598802395209581,0,0,0,0.239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479041916167665,0,0.029940119760479,0.029940119760479,0,0.00598802395209581,0,0,0.0898203592814371,0,0,0,0.000598802395209581,0,0,0.00119760479041916,0,0,0,0,0,0,0,167,20
"23","Pound Hill Disturbance ",2017,"Jul-17","d",11,"october","M_Crawley",0.0327011118378025,0.065402223675605,0,0,0,0,0,0,0.00065402223675605,0,0.065402223675605,0,0,0.00065402223675605,0,0,0,0,0,0.013080444735121,0.00065402223675605,0,0.0065402223675605,0,0.0065402223675605,0,0,0.0196206671026815,0,0,0,0,0,0.52321778940484,0.0013080444735121,0,0,0,0,0,0,0,0,0,0,0.0013080444735121,0,0,0,0,0.00065402223675605,0,0,0.00065402223675605,0,0,0,0.065402223675605,0,0,0,0,0,0,0,0,0,0.0327011118378025,0,0,0,0,0,0,0,0,0,0.163505559189012,152.9,18
"24","Pound Hill Disturbance ",2017,"Jul-17","d",12,"may","M_Crawley",0.000834724540901503,0.01669449081803,0,0.0417362270450751,0,0,0,0,0,0,0,0.0834724540901502,0.000834724540901503,0,0,0,0.00834724540901502,0.000834724540901503,0,0.01669449081803,0,0.000834724540901503,0,0,0.00834724540901502,0.542570951585977,0,0.0667779632721202,0,0.00834724540901502,0,0,0.1669449081803,0,0,0,0,0,0.000834724540901503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834724540901502,0.000834724540901503,0.000834724540901503,0,0,0,0.000834724540901503,0,0.0250417362270451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8,20
"25","Pound Hill Disturbance ",2019,"Jul-19","a",1,"october","M_Crawley",0.0690289921767142,0.092038656235619,0,0,0.00460193281178095,0.0460193281178095,0,0,0.000460193281178095,0.0230096640589047,0.0368154624942476,0.0460193281178095,0,0,0,0,0,0.00460193281178095,0,0.0230096640589047,0,0,0,0,0,0,0,0.0092038656235619,0,0,0,0.000460193281178095,0,0.391164289001381,0,0,0,0,0,0.00460193281178095,0,0,0,0.0230096640589047,0,0.0460193281178095,0.00460193281178095,0,0,0,0.00460193281178095,0,0,0,0,0,0,0.0690289921767142,0.00460193281178095,0,0,0,0,0,0,0,0,0.00460193281178095,0,0,0,0,0.000460193281178095,0,0,0,0,0.092038656235619,217.3,23
"26","Pound Hill Disturbance ",2019,"Jul-19","a",2,"may","M_Crawley",0.000889679715302491,0.0177935943060498,0,0.0266903914590747,0,0,0,0,0,0.0266903914590747,0,0,0,0,0,0,0.0711743772241993,0.0177935943060498,0,0,0,0,0,0,0,0.266903914590747,0,0.0444839857651246,0,0.00889679715302491,0,0,0,0,0,0,0,0,0.00266903914590747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889679715302491,0,0,0.0177935943060498,0,0,0,0,0.48932384341637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.4,13
"27","Pound Hill Disturbance ",2019,"Jul-19","a",3,"march","M_Crawley",0.176470588235294,0,0,0,0,0,0,0,0,0.529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3
"28","Pound Hill Disturbance ",2019,"Jul-19","b",4,"may","M_Crawley",0.00947867298578199,0.018957345971564,0,0.000947867298578199,0,0,0,0,0,0,0,0,0,0,0,0,0.0947867298578199,0.000947867298578199,0,0,0,0,0,0,0,0.28436018957346,0,0.037914691943128,0,0.00947867298578199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000947867298578199,0,0,0,0,0.000947867298578199,0,0.000947867298578199,0.018957345971564,0,0,0,0,0.52132701421801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.5,13
"29","Pound Hill Disturbance ",2019,"Jul-19","b",5,"march","M_Crawley",0.176470588235294,0,0,0,0,0,0,0,0,0.529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3
"30","Pound Hill Disturbance ",2019,"Jul-19","b",6,"october","M_Crawley",0.126050420168067,0.105042016806723,0,0.0336134453781513,0.0210084033613445,0.0420168067226891,0,0,0,0.0336134453781513,0.0630252100840336,0.105042016806723,0,0,0,0,0,0,0,0.00840336134453781,0,0,0,0,0.0210084033613445,0,0,0,0,0,0,0,0,0.147058823529412,0,0,0,0,0,0,0,0,0,0,0,0.0420168067226891,0,0,0,0,0.0630252100840336,0,0,0,0,0,0,0.0420168067226891,0,0,0,0,0,0,0,0,0,0.0630252100840336,0,0,0,0,0,0,0,0,0,0.0840336134453782,238,16
"31","Pound Hill Disturbance ",2019,"Jul-19","c",7,"march","M_Crawley",0.176470588235294,0,0,0,0,0,0,0,0,0.529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3
"32","Pound Hill Disturbance ",2019,"Jul-19","c",8,"october","M_Crawley",0.0792811839323467,0.0528541226215645,0,0.000528541226215645,0.211416490486258,0.00528541226215645,0,0,0,0.0105708245243129,0.105708245243129,0.0105708245243129,0,0,0,0,0,0,0,0.0528541226215645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211416490486258,0,0,0,0,0,0,0,0,0,0,0,0.0264270613107822,0,0,0,0,0.0528541226215645,0,0,0,0,0,0,0.105708245243129,0,0,0,0,0,0,0,0,0,0.0211416490486258,0.0528541226215645,0,0,0,0,0,0,0,0,0.000528541226215645,189.2,16
"33","Pound Hill Disturbance ",2019,"Jul-19","c",9,"may","M_Crawley",0.0170794192997438,0.0085397096498719,0,0.0170794192997438,0,0,0,0,0,0,0,0,0,0,0,0,0.0085397096498719,0.0170794192997438,0,0,0,0,0,0,0,0.298889837745517,0,0.0426985482493595,0,0.0256191289496157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085397096498719,0,0,0.000853970964987191,0,0.555081127241674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1,11
"34","Pound Hill Disturbance ",2019,"Jul-19","d",10,"march","M_Crawley",0.176470588235294,0,0,0,0,0,0,0,0,0.529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3
"35","Pound Hill Disturbance ",2019,"Jul-19","d",11,"october","M_Crawley",0.078740157480315,0.131233595800525,0,0,0.0010498687664042,0,0,0,0.005249343832021,0.005249343832021,0.31496062992126,0.005249343832021,0,0,0,0,0,0,0,0.041994750656168,0,0,0,0,0.026246719160105,0,0,0,0,0,0,0,0,0.26246719160105,0,0,0,0,0,0,0,0,0,0,0,0.005249343832021,0,0,0,0,0.05249343832021,0,0,0,0,0,0,0.0010498687664042,0,0,0,0,0,0,0,0,0,0.041994750656168,0,0,0,0.0005249343832021,0,0,0,0,0,0.026246719160105,190.5,16
"36","Pound Hill Disturbance ",2019,"Jul-19","d",12,"may","M_Crawley",0.01573564122738,0.02360346184107,0,0.03933910306845,0,0,0,0,0,0,0,0,0.03933910306845,0,0,0,0.00786782061369001,0.01573564122738,0,0,0,0,0,0,0,0.629425649095201,0,0.03147128245476,0,0.03933910306845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786782061369001,0,0,0,0,0,0,0.1573564122738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1,11
"37","Pound Hill Disturbance ",2020,"Aug-20","a",1,"october","M_Crawley",0.0451977401129944,0.141242937853107,0,0,0,0,0,0,0.0169491525423729,0.0564971751412429,0,0,0,0,0.0112994350282486,0,0,0.00564971751412429,0,0.0451977401129944,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0.0112994350282486,0,0.338983050847458,0.0112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225988700564972,0,0,0.0677966101694915,0,0,0,0,0,0,0.00564971751412429,0,0,0.0112994350282486,0.00564971751412429,0,0,0,0,0,0,0,0,0.19774011299435,177,17
"38","Pound Hill Disturbance ",2020,"Aug-20","a",2,"may","M_Crawley",0,0.0191938579654511,0.0287907869481766,0,0,0,0,0,0,0.00959692898272553,0,0,0.00959692898272553,0,0,0,0.191938579654511,0,0,0.000959692898272553,0,0,0,0,0.000959692898272553,0.335892514395393,0,0.0479846449136276,0,0.0575815738963532,0,0,0,0.0191938579654511,0,0,0,0,0.0191938579654511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191938579654511,0,0,0,0,0.239923224568138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.2,14
"39","Pound Hill Disturbance ",2020,"Aug-20","a",3,"march","M_Crawley",0.024,0.12,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.008,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,9
"40","Pound Hill Disturbance ",2020,"Aug-20","b",4,"may","M_Crawley",0.0146627565982405,0.0439882697947214,0,0,0,0,0,0,0,0.0146627565982405,0,0,0.0293255131964809,0,0,0,0.219941348973607,0.00146627565982405,0,0,0,0,0,0,0,0.366568914956012,0,0,0,0.0146627565982405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146627565982405,0,0,0,0,0.293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.2,10
