"","AccSpeciesID","AccSpeciesName","TraitID","TraitName","OriglName","OrigValueStr","OrigUnitStr","Replicates","StdValue","UnitName","Count"
"44",909,"Achillea millefolium",26,"Seed dry mass","1000SeedWeight","1.1","g / 1000 seeds",NA,1.1,"mg",1
"45",909,"Achillea millefolium",26,"Seed dry mass","Mean 1000 Seed Weight","0.2","g / 1000 seeds",NA,0.2,"mg",4
"46",909,"Achillea millefolium",26,"Seed dry mass","Mean 1000 Seed Weight","0.26","g / 1000 seeds",NA,0.26,"mg",4
"47",909,"Achillea millefolium",26,"Seed dry mass","Seed Dry Mass","0.1608","mg",NA,0.1608,"mg",1
"48",909,"Achillea millefolium",26,"Seed dry mass","Seed Mass","0.2","g / 1000 seeds",NA,0.2,"mg",2
"49",909,"Achillea millefolium",26,"Seed dry mass","Seed Mass","0.26","g / 1000 seeds",NA,0.26,"mg",2
"50",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.068","mg",NA,0.068,"mg",1
"51",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.1","mg",NA,0.1,"mg",3
"52",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.12","mg",NA,0.12,"mg",2
"53",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.13","mg",NA,0.13,"mg",2
"54",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.15","mg",NA,0.15,"mg",2
"55",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.158","mg",NA,0.158,"mg",1
"56",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.16","mg",NA,0.16,"mg",4
"57",909,"Achillea millefolium",26,"Seed dry mass","Seed mass","0.4","mg",NA,0.4,"mg",1
"58",909,"Achillea millefolium",26,"Seed dry mass","Seed mass (mg)","0.07","mg",NA,0.07,"mg",1
"59",909,"Achillea millefolium",26,"Seed dry mass","Seed per Pound","2852012","1/pound",NA,0.158799665192376,"mg",1
"60",909,"Achillea millefolium",26,"Seed dry mass","Seed per Pound","3411818","1/pound",NA,0.13274405338287,"mg",1
"61",909,"Achillea millefolium",26,"Seed dry mass","Seed weight: 3. mean (mg)","0.16","mg",NA,0.16,"mg",1
"62",909,"Achillea millefolium",26,"Seed dry mass","SeedMass","0.05","mg",NA,0.05,"mg",1
"63",909,"Achillea millefolium",26,"Seed dry mass","SeedMass","0.140","mg",NA,0.14,"mg",1
"64",909,"Achillea millefolium",26,"Seed dry mass","SeedMass(TCW)","0.132","g/1000",NA,0.132,"mg",5
"65",909,"Achillea millefolium",26,"Seed dry mass","dry seed mass (mg)","0.05","mg",NA,0.05,"mg",1
"66",909,"Achillea millefolium",26,"Seed dry mass","dry seed mass (mg)","0.07","mg",NA,0.07,"mg",1
"67",909,"Achillea millefolium",26,"Seed dry mass","dry seed mass (mg)","0.1","mg",NA,0.1,"mg",1
"68",909,"Achillea millefolium",26,"Seed dry mass","dry seed mass (mg)","0.13","mg",NA,0.13,"mg",1
"69",909,"Achillea millefolium",26,"Seed dry mass","dry seed mass (mg)","0.133","mg",NA,0.133,"mg",1
"70",909,"Achillea millefolium",26,"Seed dry mass","original seed mass (mg)","0.05","mg",NA,0.05,"mg",1
"71",909,"Achillea millefolium",26,"Seed dry mass","original seed mass (mg)","0.07","mg",NA,0.07,"mg",1
"72",909,"Achillea millefolium",26,"Seed dry mass","original seed mass (mg)","0.1","mg",NA,0.1,"mg",1
"73",909,"Achillea millefolium",26,"Seed dry mass","original seed mass (mg)","0.13","mg",NA,0.13,"mg",1
"74",909,"Achillea millefolium",26,"Seed dry mass","original seed mass (mg)","0.133","mg",NA,0.133,"mg",1
"75",909,"Achillea millefolium",26,"Seed dry mass","seed mass","0.1","mg",1,0.1,"mg",1
"76",909,"Achillea millefolium",26,"Seed dry mass","seed mass","0.122","(mg)",NA,0.122,"mg",3
"77",909,"Achillea millefolium",26,"Seed dry mass","seed mass","0.133","(mg)",NA,0.133,"mg",8
"78",909,"Achillea millefolium",26,"Seed dry mass","seed mass","0.16","(mg)",NA,0.16,"mg",3
"79",909,"Achillea millefolium",26,"Seed dry mass","seed.mass(mg)","0.2","mg",NA,0.2,"mg",5
"80",909,"Achillea millefolium",26,"Seed dry mass","seed.mass.mg","0.219909091","mg",NA,0.219909091,"mg",1
"81",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.05","mg",NA,0.05,"mg",1
"82",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.07","mg",NA,0.07,"mg",1
"83",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.124","mg",NA,0.124,"mg",1
"84",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.1286","mg",NA,0.1286,"mg",1
"85",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.133","mg",NA,0.133,"mg",1
"86",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.136","mg",NA,0.136,"mg",1
"87",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.14","mg",NA,0.14,"mg",3
"88",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.16","mg",NA,0.16,"mg",2
"89",909,"Achillea millefolium",26,"Seed dry mass","single value [mg]","0.1692","mg",NA,0.1692,"mg",2
"90",909,"Achillea millefolium",33,"Seed (seedbank) longevity","SSB seed longevity index","0","year",NA,0,"year",252
"91",909,"Achillea millefolium",33,"Seed (seedbank) longevity","SSB seed longevity index","0.5","year",NA,0.5,"year",21
"92",909,"Achillea millefolium",33,"Seed (seedbank) longevity","SSB seed longevity index","1","year",NA,1,"year",8
"93",909,"Achillea millefolium",33,"Seed (seedbank) longevity","Seed Longevity > 1a",">1","text",NA,NA,"dimensionless",1
"94",909,"Achillea millefolium",33,"Seed (seedbank) longevity","Seed bank","long-term persistent","text",NA,NA,"dimensionless",3
"95",909,"Achillea millefolium",33,"Seed (seedbank) longevity","Seed bank","present","text",NA,NA,"dimensionless",11
"96",909,"Achillea millefolium",33,"Seed (seedbank) longevity","Seed bank","short-term persistent","text",NA,NA,"dimensionless",7
"97",909,"Achillea millefolium",33,"Seed (seedbank) longevity","Seed bank","transient","text",NA,NA,"dimensionless",27
"98",909,"Achillea millefolium",33,"Seed (seedbank) longevity","Seedbank longevity","1-5 yrs","year",NA,3,"year",1
"99",909,"Achillea millefolium",33,"Seed (seedbank) longevity","max possible longevity","1","year",NA,1,"year",5
"100",909,"Achillea millefolium",33,"Seed (seedbank) longevity","max possible longevity","1","years",NA,1,"year",5
"101",909,"Achillea millefolium",33,"Seed (seedbank) longevity","max possible longevity","20","year",NA,20,"year",1
"102",909,"Achillea millefolium",33,"Seed (seedbank) longevity","max possible longevity","20","years",NA,20,"year",1
"103",909,"Achillea millefolium",33,"Seed (seedbank) longevity","max possible longevity","5","year",NA,5,"year",1
"104",909,"Achillea millefolium",33,"Seed (seedbank) longevity","max possible longevity","5","years",NA,5,"year",1
"105",909,"Achillea millefolium",95,"Seed germination rate (germination efficiency)","%Germination","100","%",NA,100,"%",2
"106",909,"Achillea millefolium",95,"Seed germination rate (germination efficiency)","Germination","Germ","dimensionless",NA,NA,"%",8
"107",909,"Achillea millefolium",96,"Seed oil content per seed mass","Oil Content","27.03","%",NA,27.03,"%",4
"108",909,"Achillea millefolium",96,"Seed oil content per seed mass","OilContent","22.3","%",NA,22.3,"%",1
"109",909,"Achillea millefolium",96,"Seed oil content per seed mass","OilContent","25.4","%",NA,25.4,"%",1
"110",909,"Achillea millefolium",96,"Seed oil content per seed mass","OilContent","33.4","%",NA,33.4,"%",1
"111",909,"Achillea millefolium",353,"Seed germination temperature","Germination temperature","10","C",NA,10,"C",1
"112",909,"Achillea millefolium",353,"Seed germination temperature","Germination temperature","15","C",NA,15,"C",2
"113",909,"Achillea millefolium",353,"Seed germination temperature","Germination temperature","18","C",NA,18,"C",1
"114",909,"Achillea millefolium",353,"Seed germination temperature","Germination temperature","21","C",NA,21,"C",1
"115",909,"Achillea millefolium",353,"Seed germination temperature","Germination temperature","25","C",NA,25,"C",3
"116",909,"Achillea millefolium",353,"Seed germination temperature","Germination temperature","33","C",NA,33,"C",1
"117",909,"Achillea millefolium",353,"Seed germination temperature","Germination temperature","6","C",NA,6,"C",1
"118",909,"Achillea millefolium",788,"Species light requirement","LIGHT","plant of half-shadowy sites","",NA,NA,"",1
"119",909,"Achillea millefolium",788,"Species light requirement","Light requirement","L=D","",NA,NA,"",1
"120",909,"Achillea millefolium",788,"Species light requirement","Light requirement","L>D","",NA,NA,"",5
"121",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","1","month",NA,1,"month",2
"122",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","1.5","month",NA,1.5,"month",4
"123",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","10","month",NA,10,"month",5
"124",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","11","month",NA,11,"month",2
"125",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","12","month",NA,12,"month",22
"126",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","14","month",NA,14,"month",15
"127",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","15","month",NA,15,"month",2
"128",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","16","month",NA,16,"month",1
"129",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","17","month",NA,17,"month",1
"130",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","18","month",NA,18,"month",6
"131",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","19","month",NA,19,"month",3
"132",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","2","month",NA,2,"month",19
"133",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","20","month",NA,20,"month",1
"134",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","22","month",NA,22,"month",4
"135",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","24","month",NA,24,"month",13
"136",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","3","month",NA,3,"month",30
"137",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","36","month",NA,36,"month",56
"138",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","4","month",NA,4,"month",38
"139",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","5","month",NA,5,"month",30
"140",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","6","month",NA,6,"month",20
"141",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","7","month",NA,7,"month",3
"142",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","8","month",NA,8,"month",13
"143",909,"Achillea millefolium",2809,"Seedbank duration","duration [months]","9","month",NA,9,"month",10
"144",909,"Achillea millefolium",NA,"","ABAND","0","",NA,NA,"",11
"145",909,"Achillea millefolium",NA,"","ABAND","2","",NA,NA,"",1
"146",909,"Achillea millefolium",NA,"","ABAND","3","",NA,NA,"",1
"147",909,"Achillea millefolium",NA,"","ABAND","4","",NA,NA,"",1
"148",909,"Achillea millefolium",NA,"","AGBmax","103.51","(g m-2)",NA,NA,"",1
"149",909,"Achillea millefolium",NA,"","AGBmax","106.034","(g m-2)",NA,NA,"",1
"150",909,"Achillea millefolium",NA,"","AGBmax","119","(g m-2)",NA,NA,"",1
"151",909,"Achillea millefolium",NA,"","AGBmax","130.227","(g m-2)",NA,NA,"",1
"152",909,"Achillea millefolium",NA,"","AGBmax","133.16","(g m-2)",NA,NA,"",1
"153",909,"Achillea millefolium",NA,"","AGBmax","151.96","(g m-2)",NA,NA,"",1
"154",909,"Achillea millefolium",NA,"","AGBmax","153.994","(g m-2)",NA,NA,"",1
"155",909,"Achillea millefolium",NA,"","AGBmax","225.54","(g m-2)",NA,NA,"",1
"156",909,"Achillea millefolium",NA,"","AGBmax","563.493","(g m-2)",NA,NA,"",1
"157",909,"Achillea millefolium",NA,"","AGBmax","690.973","(g m-2)",NA,NA,"",1
"158",909,"Achillea millefolium",NA,"","AGBmax","727.493","(g m-2)",NA,NA,"",1
"159",909,"Achillea millefolium",NA,"","AGBmax","79.5375","(g m-2)",NA,NA,"",1
"160",909,"Achillea millefolium",NA,"","AGBmax","88.8653","(g m-2)",NA,NA,"",1
"161",909,"Achillea millefolium",NA,"","AGBmax","90.1292","(g m-2)",NA,NA,"",1
"162",909,"Achillea millefolium",NA,"","ALTI mean","25","m",NA,25,"m",4
"163",909,"Achillea millefolium",NA,"","ALTI mean","65","m",NA,65,"m",4
"164",909,"Achillea millefolium",NA,"","ALTI mean","7.5","m",NA,7.5,"m",3
"165",909,"Achillea millefolium",NA,"","ALTI mean","800","m",NA,800,"m",3
"166",909,"Achillea millefolium",NA,"","Alt max","2240","",NA,NA,"",1
"167",909,"Achillea millefolium",NA,"","Alt min","1585","",NA,NA,"",1
"168",909,"Achillea millefolium",NA,"","Altitude","538","m",NA,538,"m",1
"169",909,"Achillea millefolium",NA,"","Altitude","planar","m",NA,NA,"m",2
"170",909,"Achillea millefolium",NA,"","CENSUS_DATE","7/8/2003","",NA,NA,"",1
"171",909,"Achillea millefolium",NA,"","COMMENT","seeds weighted were not necessarily from plots of treatment 3","",NA,NA,"",1
"172",909,"Achillea millefolium",NA,"","CUT","0","",NA,NA,"",12
"173",909,"Achillea millefolium",NA,"","CUT","1","",NA,NA,"",2
"174",909,"Achillea millefolium",NA,"","Comment","1","",NA,NA,"",1
"175",909,"Achillea millefolium",NA,"","Comment","2","",NA,NA,"",1
"176",909,"Achillea millefolium",NA,"","Comment","4","",NA,NA,"",3
"177",909,"Achillea millefolium",NA,"","Comment","5","",NA,NA,"",39
"178",909,"Achillea millefolium",NA,"","Comment","7","",NA,NA,"",3
"179",909,"Achillea millefolium",NA,"","Comment","achene","",NA,NA,"",4
"180",909,"Achillea millefolium",NA,"","Comment","fruit","",NA,NA,"",6
"181",909,"Achillea millefolium",NA,"","Comments","average regional location, City of Flagstaff","",NA,NA,"",1
"182",909,"Achillea millefolium",NA,"","Conditions","germination conditions =  15 °C, 8/16","",NA,NA,"",1
"183",909,"Achillea millefolium",NA,"","Conditions","germination conditions = 26 ºC, 12/12","",NA,NA,"",1
"184",909,"Achillea millefolium",NA,"","DIST","0","",NA,NA,"",3
"185",909,"Achillea millefolium",NA,"","DIST","20","",NA,NA,"",1
"186",909,"Achillea millefolium",NA,"","DIST","25","",NA,NA,"",1
"187",909,"Achillea millefolium",NA,"","DIST","26","",NA,NA,"",1
"188",909,"Achillea millefolium",NA,"","DIST","32","",NA,NA,"",1
"189",909,"Achillea millefolium",NA,"","DIST","39","",NA,NA,"",1
"190",909,"Achillea millefolium",NA,"","DIST","40","",NA,NA,"",3
"191",909,"Achillea millefolium",NA,"","DIST","46","",NA,NA,"",1
"192",909,"Achillea millefolium",NA,"","DIST","48","",NA,NA,"",1
"193",909,"Achillea millefolium",NA,"","DIST","70","",NA,NA,"",1
"194",909,"Achillea millefolium",NA,"","Duration","21 months","",NA,NA,"",1
"195",909,"Achillea millefolium",NA,"","Elev_m","2124","m",NA,2124,"m",1
"196",909,"Achillea millefolium",NA,"","Exposition","mesocosm","",NA,NA,"",5
"197",909,"Achillea millefolium",NA,"","Exposition","natural environment","",NA,NA,"",1
"198",909,"Achillea millefolium",NA,"","FERT","0","",NA,NA,"",12
"199",909,"Achillea millefolium",NA,"","FERT","1","",NA,NA,"",2
"200",909,"Achillea millefolium",NA,"","Family","COMPOSITAE","",NA,NA,"",34
"201",909,"Achillea millefolium",NA,"","GRAZED","0","",NA,NA,"",3
"202",909,"Achillea millefolium",NA,"","GRAZED","1","",NA,NA,"",6
"203",909,"Achillea millefolium",NA,"","GRAZED","2","",NA,NA,"",5
"204",909,"Achillea millefolium",NA,"","GRAZING","0","",NA,NA,"",3
"205",909,"Achillea millefolium",NA,"","GRAZING","10","",NA,NA,"",1
"206",909,"Achillea millefolium",NA,"","GRAZING","12","",NA,NA,"",1
"207",909,"Achillea millefolium",NA,"","GRAZING","20","",NA,NA,"",1
"208",909,"Achillea millefolium",NA,"","GRAZING","25","",NA,NA,"",1
"209",909,"Achillea millefolium",NA,"","GRAZING","26","",NA,NA,"",1
"210",909,"Achillea millefolium",NA,"","GRAZING","40","",NA,NA,"",4
"211",909,"Achillea millefolium",NA,"","GRAZING","46","",NA,NA,"",1
"212",909,"Achillea millefolium",NA,"","GRAZING","48","",NA,NA,"",1
"213",909,"Achillea millefolium",NA,"","Habitat","Broad-leaved woodland or Montane grassland or Montane dwarf scrub","",NA,NA,"",1
"214",909,"Achillea millefolium",NA,"","Habitat type","Abandoned railway site (urban)","",NA,NA,"",1
"215",909,"Achillea millefolium",NA,"","ID","C01901","",NA,NA,"",1
"216",909,"Achillea millefolium",NA,"","IRRAD","32759","(Wh m-2)",NA,NA,"",4
"217",909,"Achillea millefolium",NA,"","IRRAD","33209","(Wh m-2)",NA,NA,"",4
"218",909,"Achillea millefolium",NA,"","IRRAD","35314","(Wh m-2)",NA,NA,"",3
"219",909,"Achillea millefolium",NA,"","IRRAD","43231","(Wh m-2)",NA,NA,"",3
"220",909,"Achillea millefolium",NA,"","LATITUDE","42°50 N","",NA,42.8333333333333,"",3
"221",909,"Achillea millefolium",NA,"","LATITUDE","53°27 N","",NA,53.45,"",4
"222",909,"Achillea millefolium",NA,"","LATITUDE","57°16 N","",NA,57.2666666666667,"",3
"223",909,"Achillea millefolium",NA,"","LATITUDE","58°50 N","",NA,58.8333333333333,"",4
"224",909,"Achillea millefolium",NA,"","LGDEG","6°21 E","",NA,6.35,"",1
"225",909,"Achillea millefolium",NA,"","LONGITUDE","12°44 E","",NA,12.7333333333333,"",4
"226",909,"Achillea millefolium",NA,"","LONGITUDE","17°24 E","",NA,17.4,"",4
"227",909,"Achillea millefolium",NA,"","LONGITUDE","1°17 E","",NA,1.28333333333333,"",3
"228",909,"Achillea millefolium",NA,"","LONGITUDE","7°24 W","",NA,-7.4,"",3
"229",909,"Achillea millefolium",NA,"","LTDEG","45°02 N","",NA,45.0333,"",1
"230",909,"Achillea millefolium",NA,"","Lai/100 (m2/m2)","1.76","",NA,NA,"",1
"231",909,"Achillea millefolium",NA,"","Lai/100 (m2/m2)","2.79","",NA,NA,"",2
"232",909,"Achillea millefolium",NA,"","Lai/100 (m2/m2)","3.26","",NA,NA,"",1
"233",909,"Achillea millefolium",NA,"","Lat","35.2","",NA,35.2,"",1
"234",909,"Achillea millefolium",NA,"","Latitude","48 08","",NA,8.13333333333333,"",1
"235",909,"Achillea millefolium",NA,"","Location Region","northern upland Iran","",NA,NA,"",1
"236",909,"Achillea millefolium",NA,"","Location Site ID","AT","",NA,NA,"",1
"237",909,"Achillea millefolium",NA,"","Location Site ID","CH","",NA,NA,"",1
"238",909,"Achillea millefolium",NA,"","Location Site ID","DE","",NA,NA,"",2
"239",909,"Achillea millefolium",NA,"","Location Site ID","GB","",NA,NA,"",1
"240",909,"Achillea millefolium",NA,"","Location Site ID","US","",NA,NA,"",4
"241",909,"Achillea millefolium",NA,"","Location Site ID","USSR","",NA,NA,"",3
"242",909,"Achillea millefolium",NA,"","Long","-111.62","",NA,-111.62,"",1
"243",909,"Achillea millefolium",NA,"","Longitude","11 28","",NA,1.46666666666667,"",1
"244",909,"Achillea millefolium",NA,"","MAP","316 - 686","mm",NA,NA,"",1
"245",909,"Achillea millefolium",NA,"","MAT","10.0016666666667","(°C)",NA,NA,"",3
"246",909,"Achillea millefolium",NA,"","MAT","5 - 14","C",NA,NA,"",1
"247",909,"Achillea millefolium",NA,"","MAT","6.03333333333333","(°C)",NA,NA,"",4
"248",909,"Achillea millefolium",NA,"","MAT","8.38083333333333","(°C)",NA,NA,"",3
"249",909,"Achillea millefolium",NA,"","MAT","8.725","(°C)",NA,NA,"",4
"250",909,"Achillea millefolium",NA,"","Material Weighed","Diaspore","",NA,NA,"",1
"251",909,"Achillea millefolium",NA,"","Material Weighed","Fruit","",NA,NA,"",1
"252",909,"Achillea millefolium",NA,"","Material Weighed","Germinule","",NA,NA,"",1
"253",909,"Achillea millefolium",NA,"","Material Weighed","Seed","",NA,NA,"",28
"254",909,"Achillea millefolium",NA,"","Material Weighed","Seed+pericarp","",NA,NA,"",3
"255",909,"Achillea millefolium",NA,"","MaterialDescription","Entire seed/nut","",NA,NA,"",3
"256",909,"Achillea millefolium",NA,"","MaterialWeighed","Diaspore","",NA,NA,"",1
"257",909,"Achillea millefolium",NA,"","MaterialWeighed","Fruit","",NA,NA,"",1
"258",909,"Achillea millefolium",NA,"","MaterialWeighed","Germinule","",NA,NA,"",1
"259",909,"Achillea millefolium",NA,"","MaterialWeighed","Seed","",NA,NA,"",15
"260",909,"Achillea millefolium",NA,"","MaterialWeighed","Seed+pericarp","",NA,NA,"",3
"261",909,"Achillea millefolium",NA,"","Medium","germination medium =  1% Agar","",NA,NA,"",1
"262",909,"Achillea millefolium",NA,"","Medium","germination medium = 1 % Agar","",NA,NA,"",1
"263",909,"Achillea millefolium",NA,"","Method","Seedling emergence","",NA,NA,"",1
"264",909,"Achillea millefolium",NA,"","Method","measure","",NA,NA,"",1
"265",909,"Achillea millefolium",NA,"","Method of sampling and measurement","experiment in the field","",NA,NA,"",3
"266",909,"Achillea millefolium",NA,"","Method of sampling and measurement","experiment in the greenhouse or in the laboratory","",NA,NA,"",46
"267",909,"Achillea millefolium",NA,"","Method of sampling and measurement","measured in the field or in the laboratory","",NA,NA,"",6
"268",909,"Achillea millefolium",NA,"","Method of sampling and measurement","method not known (e.g. most floras)","",NA,NA,"",25
"269",909,"Achillea millefolium",NA,"","MoistureStatus","Moisture content not stated","",NA,NA,"",3
"270",909,"Achillea millefolium",NA,"","Net primary productivity","474","g(C)/m2/yr",NA,NA,"",1
"271",909,"Achillea millefolium",NA,"","Net primary productivity","530","g(C)/m2/yr",NA,NA,"",2
"272",909,"Achillea millefolium",NA,"","Net primary productivity","971","g(C)/m2/yr",NA,NA,"",1
"273",909,"Achillea millefolium",NA,"","Notes","*Seed weights reported may include minor covering structures","",NA,NA,"",2
"274",909,"Achillea millefolium",NA,"","Notes","Air-dry weight.","",NA,NA,"",1
"275",909,"Achillea millefolium",NA,"","Notes","Based upon the average weight of 100 air-dry seeds.","",NA,NA,"",1
"276",909,"Achillea millefolium",NA,"","Notes","Mean weight of 100 air-dry 'seeds'.","",NA,NA,"",1
